Name,Team,OVR,Position2,Wins,Year
Ryan Allen,Patriots,75,FALSE,NA,2018
Ryan Anderson,Redskins,73,LB,NA,2018
Ryan Baker,Dolphins,62,DL,7,2013
Ryan Bartholomew,Cardinals,60,OL,5,2013
Ryan Brown,Bengals,59,DL,6.5,2017
Ryan Brown,Bengals,59,DL,NA,2018
Ryan Broyles,Lions,71,WR,7,2016
Ryan Broyles,Lions,72,WR,11,2015
Ryan Broyles,Lions,73,WR,7,2014
Ryan Broyles,Lions,65,WR,4,2013
Ryan Carrethers,Chargers,68,DL,5,2017
Ryan Carrethers,Chargers,72,DL,4,2016
Ryan Carrethers,Chargers,71,DL,9,2015
Ryan Carrethers,Chargers,68,DL,NA,2018
Ryan Clady,Jets,84,OL,5,2017
Ryan Clady,Broncos,83,OL,12,2016
Ryan Clady,Broncos,85,OL,12,2015
Ryan Clady,Broncos,94,OL,13,2014
Ryan Clady,Broncos,87,OL,13,2013
Ryan Clark,Redskins,75,DB,4,2015
Ryan Clark,Steelers,85,DB,8,2014
Ryan Clark,Steelers,84,DB,8,2013
Ryan Cook,Cowboys,72,OL,8,2014
Ryan Cook,Dolphins,72,OL,7,2013
Ryan Davis,Jaguars,72,DL,3,2017
Ryan Davis,Jaguars,76,DL,5,2016
Ryan Davis,Jaguars,79,DL,3,2015
Ryan Davis,Jaguars,64,DL,4,2014
Ryan Davis,Jaguars,53,LB,2,2013
Ryan Davis,Bills,71,DL,NA,2018
Ryan Delaire,Panthers,65,DL,6,2017
Ryan Delaire,Panthers,67,DL,NA,2018
Ryan D'Imperio,Vikings,58,FALSE,10,2013
Ryan Donahue,Lions,60,FALSE,4,2013
Ryan Durand,Chiefs,69,OL,11,2014
Ryan Durand,Titans,70,OL,6,2013
Ryan Fitzpatrick,Jets,79,QB,5,2017
Ryan Fitzpatrick,Jets,78,QB,10,2016
Ryan Fitzpatrick,Texans,81,QB,9,2015
Ryan Fitzpatrick,Titans,76,QB,7,2014
Ryan Fitzpatrick,Bills,82,QB,6,2013
Ryan Fitzpatrick,Buccaneers,69,QB,NA,2018
Ryan Glasgow,Bengals,68,DL,NA,2018
Ryan Grant,Redskins,69,WR,8.5,2017
Ryan Grant,Redskins,68,WR,9,2016
Ryan Grant,Redskins,66,WR,4,2015
Ryan Grant,Redskins,67,WR,NA,2018
Ryan Griffin,Buccaneers,62,QB,9,2017
Ryan Griffin,Texans,72,WR,9,2017
Ryan Griffin,Saints,65,QB,7,2016
Ryan Griffin,Texans,73,WR,9,2016
Ryan Griffin,Saints,66,QB,7,2015
Ryan Griffin,Texans,74,WR,9,2015
Ryan Griffin,Texans,67,WR,2,2014
Ryan Griffin,Buccaneers,61,QB,NA,2018
Ryan Griffin,Texans,72,WR,NA,2018
Ryan Groy,Bills,64,OL,7,2017
Ryan Groy,Bears,71,OL,6,2016
Ryan Groy,Bears,69,OL,5,2015
Ryan Groy,Bills,72,OL,NA,2018
Ryan Harris,Steelers,76,OL,11,2017
Ryan Harris,Broncos,76,OL,12,2016
Ryan Harris,Chiefs,80,OL,9,2015
Ryan Harris,Texans,70,OL,2,2014
Ryan Harris,Broncos,76,OL,13,2013
Ryan Hewitt,Bengals,74,FALSE,6.5,2017
Ryan Hewitt,Bengals,84,FALSE,12,2016
Ryan Hewitt,Bengals,74,FALSE,10.5,2015
Ryan Hewitt,Bengals,78,FALSE,NA,2018
Ryan Jensen,Ravens,69,OL,8,2017
Ryan Jensen,Ravens,67,OL,5,2016
Ryan Jensen,Ravens,67,OL,10,2015
Ryan Jensen,Ravens,67,OL,8,2014
Ryan Jensen,Ravens,71,OL,NA,2018
Ryan Kalil,Panthers,89,OL,6,2017
Ryan Kalil,Panthers,87,OL,15,2016
Ryan Kalil,Panthers,88,OL,7.5,2015
Ryan Kalil,Panthers,85,OL,12,2014
Ryan Kalil,Panthers,93,OL,7,2013
Ryan Kalil,Panthers,81,OL,NA,2018
Ryan Kelly,Colts,76,OL,8,2017
Ryan Kelly,Colts,79,OL,NA,2018
Ryan Kerrigan,Redskins,88,LB,8.5,2017
Ryan Kerrigan,Redskins,90,LB,9,2016
Ryan Kerrigan,Redskins,91,LB,4,2015
Ryan Kerrigan,Redskins,87,LB,3,2014
Ryan Kerrigan,Redskins,86,LB,10,2013
Ryan Kerrigan,Redskins,86,LB,NA,2018
Ryan Lankford,Colts,62,WR,8,2016
Ryan Lilja,Chiefs,85,OL,2,2013
Ryan Lindley,Cardinals,61,QB,11,2015
Ryan Lindley,Cardinals,65,QB,10,2014
Ryan Lindley,Cardinals,65,QB,5,2013
Ryan Malleck,Giants,63,WR,11,2017
Ryan Malleck,Ravens,62,WR,NA,2018
Ryan Mallett,Ravens,67,QB,8,2017
Ryan Mallett,Texans,74,QB,9,2016
Ryan Mallett,Texans,73,QB,9,2015
Ryan Mallett,Patriots,74,QB,12,2014
Ryan Mallett,Patriots,72,QB,12,2013
Ryan Mallett,Ravens,66,QB,NA,2018
Ryan Mathews,Eagles,82,HB,7,2017
Ryan Mathews,Eagles,84,HB,7,2016
Ryan Mathews,Chargers,85,HB,9,2015
Ryan Mathews,Chargers,82,HB,9,2014
Ryan Mathews,Chargers,87,HB,7,2013
Ryan Mathews,Eagles,82,HB,NA,2018
Ryan McBean,Ravens,72,DL,10,2013
Ryan McKee,Rams,61,OL,7.5,2013
Ryan Miller,Cowboys,63,OL,4,2016
Ryan Miller,Chargers,63,OL,9,2015
Ryan Miller,Browns,65,OL,4,2014
Ryan Miller,Browns,64,OL,5,2013
Ryan Mouton,Titans,68,DB,6,2013
Ryan Mundy,Bears,81,DB,6,2016
Ryan Mundy,Bears,84,DB,5,2015
Ryan Mundy,Giants,74,DB,7,2014
Ryan Mundy,Steelers,72,DB,8,2013
Ryan Murphy,Seahawks,66,DB,10,2016
Ryan Murphy,Giants,67,DB,NA,2018
Ryan Nassib,Giants,62,QB,11,2017
Ryan Nassib,Giants,71,QB,6,2016
Ryan Nassib,Giants,71,QB,6,2015
Ryan Nassib,Giants,72,QB,7,2014
Ryan O'Malley,Raiders,67,WR,NA,2018
Ryan Otten,Vikings,67,WR,7,2015
Ryan Otten,Jaguars,66,WR,4,2014
Ryan Perrilloux,Giants,55,QB,9,2013
Ryan Pickett,Texans,78,DL,9,2015
Ryan Pickett,Packers,86,DL,8.5,2014
Ryan Pickett,Packers,85,DL,11,2013
Ryan Purvis,Giants,61,WR,9,2013
Ryan Quigley,Jaguars,80,FALSE,3,2017
Ryan Quigley,Jets,84,FALSE,10,2016
Ryan Quigley,Jets,78,FALSE,4,2015
Ryan Quigley,Vikings,76,FALSE,NA,2018
Ryan Ramczyk,Saints,78,OL,NA,2018
Ryan Robinson,Seahawks,58,DL,10.5,2017
Ryan Robinson,Seahawks,64,DL,10,2016
Ryan Robinson,Seahawks,61,DL,12,2015
Ryan Russell,Cowboys,63,DL,13,2017
Ryan Russell,Cowboys,64,DL,4,2016
Ryan Russell,Buccaneers,65,DL,NA,2018
Ryan Schraeder,Falcons,85,OL,11,2017
Ryan Schraeder,Falcons,80,OL,8,2016
Ryan Schraeder,Falcons,79,OL,6,2015
Ryan Schraeder,Falcons,87,OL,NA,2018
Ryan Seymour,Giants,68,OL,11,2017
Ryan Seymour,Browns,62,OL,3,2016
Ryan Seymour,Browns,62,OL,7,2015
Ryan Shazier,Steelers,79,LB,11,2017
Ryan Shazier,Steelers,76,LB,10,2016
Ryan Shazier,Steelers,76,LB,11,2015
Ryan Shazier,Steelers,81,LB,NA,2018
Ryan Smith,Buccaneers,64,DB,9,2017
Ryan Smith,Buccaneers,62,DB,NA,2018
Ryan Spadola,Cardinals,63,WR,13,2016
Ryan Spadola,Cardinals,64,WR,11,2015
Ryan Spadola,Lions,61,WR,NA,2018
Ryan Steed,Saints,67,DB,11,2014
Ryan Steed,Jets,64,DB,6,2013
Ryan Succop,Titans,81,FALSE,9,2017
Ryan Succop,Titans,79,FALSE,3,2016
Ryan Succop,Titans,75,FALSE,2,2015
Ryan Succop,Chiefs,78,FALSE,11,2014
Ryan Succop,Chiefs,78,FALSE,2,2013
Ryan Succop,Titans,82,FALSE,NA,2018
Ryan Switzer,Cowboys,74,WR,NA,2018
Ryan Swope,Cardinals,65,WR,10,2014
Ryan Tannehill,Dolphins,79,QB,10,2017
Ryan Tannehill,Dolphins,85,QB,6,2016
Ryan Tannehill,Dolphins,85,QB,8,2015
Ryan Tannehill,Dolphins,81,QB,8,2014
Ryan Tannehill,Dolphins,74,QB,7,2013
Ryan Tannehill,Dolphins,83,QB,NA,2018
Ryan Taylor,Packers,67,WR,8.5,2014
Ryan Taylor,Packers,63,WR,11,2013
Ryan Torain,Giants,71,HB,7,2014
Ryan Wendell,Patriots,79,OL,12,2016
Ryan Wendell,Patriots,77,OL,12,2015
Ryan Wendell,Patriots,89,OL,12,2014
Ryan Wendell,Patriots,72,OL,12,2013
Ryan Whalen,Bengals,68,WR,11,2014
Ryan Whalen,Bengals,63,WR,10,2013
Ryan Williams,Cowboys,73,HB,4,2016
Ryan Williams,Cowboys,71,HB,12,2015
Ryan Williams,Cardinals,74,HB,10,2014
Ryan Williams,Cardinals,73,HB,5,2013
Saalim Hakim,Jets,57,WR,10,2016
Saalim Hakim,Jets,56,WR,4,2015
Saalim Hakim,Saints,52,WR,11,2014
Sadat Sulleyman,Broncos,60,LB,9,2017
Sae Tautu,Saints,62,LB,NA,2018
Sage Rosenfels,Vikings,70,QB,10,2013
Sam Acho,Bears,75,LB,3,2017
Sam Acho,Bears,73,LB,6,2016
Sam Acho,Cardinals,75,LB,11,2015
Sam Acho,Cardinals,74,LB,10,2014
Sam Acho,Cardinals,74,LB,5,2013
Sam Acho,Bears,74,LB,NA,2018
Sam Baker,Falcons,76,OL,6,2015
Sam Baker,Falcons,80,OL,4,2014
Sam Baker,Falcons,76,OL,13,2013
Sam Barrington,Packers,73,LB,10,2017
Sam Barrington,Packers,74,LB,10,2016
Sam Barrington,Packers,72,LB,12,2015
Sam Barrington,Packers,61,LB,8.5,2014
Sam Bradford,Eagles,78,QB,7,2017
Sam Bradford,Eagles,79,QB,7,2016
Sam Bradford,Rams,83,QB,6,2015
Sam Bradford,Rams,85,QB,7,2014
Sam Bradford,Rams,80,QB,7.5,2013
Sam Bradford,Vikings,83,QB,NA,2018
Sam Brenner,Broncos,68,OL,9,2017
Sam Brenner,Dolphins,71,OL,6,2016
Sam Brenner,Dolphins,69,OL,8,2015
Sam Koch,Ravens,84,FALSE,8,2017
Sam Koch,Ravens,85,FALSE,5,2016
Sam Koch,Ravens,85,FALSE,10,2015
Sam Koch,Ravens,90,FALSE,8,2014
Sam Koch,Ravens,92,FALSE,10,2013
Sam Koch,Ravens,84,FALSE,NA,2018
Sam Martin,Lions,80,FALSE,9,2017
Sam Martin,Lions,91,FALSE,7,2016
Sam Martin,Lions,89,FALSE,11,2015
Sam Martin,Lions,63,FALSE,7,2014
Sam Martin,Lions,81,FALSE,NA,2018
Sam McCaskill,Vikings,63,DL,NA,2018
Sam Montgomery,Bengals,65,LB,12,2016
Sam Montgomery,Bengals,68,DL,10.5,2015
Sam Montgomery,Texans,66,LB,2,2014
Sam Rogers,Rams,68,FALSE,NA,2018
Sam Shields,Packers,86,DB,10,2017
Sam Shields,Packers,82,DB,10,2016
Sam Shields,Packers,85,DB,12,2015
Sam Shields,Packers,84,DB,8.5,2014
Sam Shields,Packers,74,DB,11,2013
Sam Tevi,Chargers,66,OL,NA,2018
Sam Young,Dolphins,70,OL,10,2017
Sam Young,Jaguars,65,OL,5,2016
Sam Young,Jaguars,61,OL,3,2015
Sam Young,Bills,72,OL,6,2014
Sam Young,Bills,69,OL,6,2013
Sam Young,Dolphins,70,OL,NA,2018
Samaje Perine,Redskins,72,HB,NA,2018
Sammie Coates,Steelers,70,WR,11,2017
Sammie Coates,Steelers,71,WR,10,2016
Sammie Coates,Steelers,75,WR,NA,2018
Sammie Hill,Titans,78,DL,3,2016
Sammie Hill,Titans,75,DL,2,2015
Sammie Hill,Titans,79,DL,7,2014
Sammie Hill,Lions,77,DL,4,2013
Sammie Stroughter,Buccaneers,69,WR,7,2013
Sammy Brown,Rams,67,LB,7,2014
Sammy Brown,Rams,57,LB,7.5,2013
Sammy Seamster,Bills,65,DB,7,2017
Sammy Seamster,Dolphins,65,DB,6,2016
Sammy Seamster,Dolphins,66,DB,8,2015
Sammy Seamster,Cowboys,64,DB,NA,2018
Sammy Watkins,Bills,87,WR,7,2017
Sammy Watkins,Bills,85,WR,8,2016
Sammy Watkins,Bills,85,WR,9,2015
Sammy Watkins,Bills,86,WR,NA,2018
Sampson Genus,Packers,60,OL,11,2013
Samson Ebukam,Rams,67,LB,NA,2018
Samson Satele,Dolphins,76,OL,8,2015
Samson Satele,Colts,78,OL,11,2014
Samson Satele,Colts,83,OL,11,2013
Sanders Commings,Chiefs,72,DB,11,2016
Sanders Commings,Chiefs,70,DB,9,2015
Sanders Commings,Chiefs,70,DB,11,2014
Santana Moss,Redskins,72,WR,4,2015
Santana Moss,Redskins,81,WR,3,2014
Santana Moss,Redskins,83,WR,10,2013
Santonio Holmes,Jets,84,WR,8,2014
Santonio Holmes,Jets,86,WR,6,2013
Sav Rocca,Redskins,77,FALSE,3,2014
Sav Rocca,Redskins,72,FALSE,10,2013
Scooby Wright III,Browns,68,LB,1,2017
Scooby Wright III,Cardinals,69,LB,NA,2018
Scott Chandler,Patriots,80,WR,12,2016
Scott Chandler,Bills,82,WR,9,2015
Scott Chandler,Bills,83,WR,6,2014
Scott Chandler,Bills,78,WR,6,2013
Scott Crichton,Vikings,71,DL,8,2017
Scott Crichton,Vikings,72,DL,11,2016
Scott Crichton,Vikings,70,DL,7,2015
Scott Fujita,Browns,78,LB,5,2013
Scott Lutrus,Colts,59,LB,11,2014
Scott Lutrus,Colts,59,LB,11,2013
Scott McKillop,Bills,68,LB,6,2013
Scott Orndoff,Steelers,65,WR,NA,2018
Scott Paxson,Browns,70,DL,5,2013
Scott Shanle,Saints,76,LB,7,2013
Scott Simonson,Panthers,64,WR,6,2017
Scott Simonson,Raiders,65,WR,3,2015
Scott Solomon,Browns,69,LB,3,2016
Scott Solomon,Browns,69,LB,7,2015
Scott Solomon,Titans,66,DL,7,2014
Scott Solomon,Titans,62,DL,6,2013
Scott Tolzien,Colts,67,QB,8,2017
Scott Tolzien,Packers,71,QB,10,2016
Scott Tolzien,Packers,71,QB,12,2015
Scott Tolzien,49ers,65,QB,12,2014
Scott Tolzien,49ers,65,QB,11.5,2013
Scott Tolzien,Colts,66,QB,NA,2018
Scott Wedige,Cardinals,61,OL,10,2014
Scott Wells,Rams,73,OL,6,2015
Scott Wells,Rams,80,OL,7,2014
Scott Wells,Rams,89,OL,7.5,2013
Scotty McKnight,Jets,57,WR,6,2013
Sealver Siliga,Seahawks,73,DL,10.5,2017
Sealver Siliga,Patriots,79,DL,12,2016
Sealver Siliga,Patriots,73,DL,12,2015
Sealver Siliga,Broncos,65,DL,13,2014
Sealver Siliga,Broncos,54,DL,13,2013
Sealver Siliga,Buccaneers,70,DL,NA,2018
Sean Baker,Browns,67,DB,1,2017
Sean Baker,Falcons,69,DB,8,2016
Sean Baker,Falcons,69,DB,6,2015
Sean Canfield,Saints,66,QB,7,2013
Sean Cattouse,Chargers,62,DB,9,2014
Sean Cattouse,Chargers,62,DB,7,2013
Sean Considine,Ravens,74,DB,10,2013
Sean Davis,Steelers,71,DB,11,2017
Sean Davis,Steelers,73,DB,NA,2018
Sean Harlow,Falcons,70,OL,NA,2018
Sean Lee,Cowboys,89,LB,13,2017
Sean Lee,Cowboys,89,LB,4,2016
Sean Lee,Cowboys,89,LB,12,2015
Sean Lee,Cowboys,90,LB,8,2014
Sean Lee,Cowboys,88,LB,8,2013
Sean Lee,Cowboys,91,LB,NA,2018
Sean Lissemore,Chargers,72,DL,5,2017
Sean Lissemore,Chargers,76,DL,4,2016
Sean Lissemore,Chargers,74,DL,9,2015
Sean Lissemore,Cowboys,76,DL,8,2014
Sean Lissemore,Cowboys,76,DL,8,2013
Sean Locklear,Giants,73,OL,9,2013
Sean Mannion,Rams,63,QB,4,2017
Sean Mannion,Rams,69,QB,7,2016
Sean Mannion,Rams,61,QB,NA,2018
Sean McGrath,Chargers,70,WR,5,2017
Sean McGrath,Colts,71,WR,8,2016
Sean McGrath,Seahawks,61,WR,13,2014
Sean McGrath,Chargers,67,WR,NA,2018
Sean Porter,Jaguars,71,LB,3,2017
Sean Porter,Bengals,70,LB,12,2016
Sean Porter,Bengals,70,LB,10.5,2015
Sean Porter,Bengals,70,LB,11,2014
Sean Renfree,Falcons,64,QB,11,2017
Sean Renfree,Falcons,70,QB,8,2016
Sean Renfree,Falcons,70,QB,6,2015
Sean Renfree,Falcons,70,QB,4,2014
Sean Richardson,Packers,73,DB,10,2016
Sean Richardson,Packers,70,DB,12,2015
Sean Richardson,Packers,65,DB,8.5,2014
Sean Smith,Raiders,88,DB,12,2017
Sean Smith,Chiefs,91,DB,11,2016
Sean Smith,Chiefs,91,DB,9,2015
Sean Smith,Chiefs,82,DB,11,2014
Sean Smith,Dolphins,79,DB,7,2013
Sean Smith,Raiders,86,DB,NA,2018
Sean Spence,Titans,72,LB,9,2017
Sean Spence,Steelers,71,LB,10,2016
Sean Spence,Steelers,68,LB,11,2015
Sean Spence,Steelers,66,LB,8,2014
Sean Spence,Steelers,64,LB,8,2013
Sean Spence,Colts,73,LB,NA,2018
Sean Weatherspoon,Falcons,73,LB,11,2017
Sean Weatherspoon,Cardinals,76,LB,13,2016
Sean Weatherspoon,Falcons,83,LB,6,2015
Sean Weatherspoon,Falcons,83,LB,4,2014
Sean Weatherspoon,Falcons,88,LB,13,2013
Seantavius Jones,Chiefs,60,WR,12,2017
Seantavius Jones,Saints,63,WR,7,2016
Seantavius Jones,Chiefs,61,WR,NA,2018
Seantrel Henderson,Bills,68,OL,7,2017
Seantrel Henderson,Bills,76,OL,8,2016
Seantrel Henderson,Bills,77,OL,9,2015
Seantrel Henderson,Bills,71,OL,NA,2018
Sebastian Janikowski,Raiders,79,FALSE,12,2017
Sebastian Janikowski,Raiders,87,FALSE,7,2016
Sebastian Janikowski,Raiders,82,FALSE,3,2015
Sebastian Janikowski,Raiders,94,FALSE,4,2014
Sebastian Janikowski,Raiders,97,FALSE,4,2013
Sebastian Janikowski,Raiders,80,FALSE,NA,2018
Sebastian Tretola,Titans,64,OL,9,2017
Sebastian Tretola,Titans,64,OL,NA,2018
Sebastian Vollmer,Patriots,84,OL,14,2017
Sebastian Vollmer,Patriots,91,OL,12,2016
Sebastian Vollmer,Patriots,92,OL,12,2015
Sebastian Vollmer,Patriots,91,OL,12,2014
Sebastian Vollmer,Patriots,84,OL,12,2013
Sedrick Ellis,Bears,77,DL,8,2014
Sedrick Ellis,Saints,83,DL,7,2013
Selvish Capers,Giants,71,OL,7,2014
Selvish Capers,Giants,65,OL,9,2013
Sen'Derrick Marks,Jaguars,79,DL,3,2017
Sen'Derrick Marks,Jaguars,87,DL,5,2016
Sen'Derrick Marks,Jaguars,86,DL,3,2015
Sen'Derrick Marks,Jaguars,77,DL,4,2014
Sen'Derrick Marks,Titans,74,DL,6,2013
Seneca Wallace,Saints,72,QB,11,2014
Seneca Wallace,Browns,73,QB,5,2013
Senio Kelemete,Saints,71,OL,7,2017
Senio Kelemete,Saints,71,OL,7,2016
Senio Kelemete,Saints,67,OL,7,2015
Senio Kelemete,Cardinals,64,OL,10,2014
Senio Kelemete,Cardinals,65,OL,5,2013
Senio Kelemete,Saints,69,OL,NA,2018
Senorise Perry,Bears,64,HB,3,2017
Senorise Perry,Bears,64,HB,6,2016
Senorise Perry,Bears,63,HB,5,2015
Senorise Perry,Dolphins,62,HB,NA,2018
Senquez Golson,Steelers,71,DB,11,2017
Senquez Golson,Steelers,70,DB,10,2016
Senquez Golson,Steelers,72,DB,NA,2018
Sergio Brown,Jaguars,80,DB,5,2016
Sergio Brown,Colts,78,DB,11,2015
Sergio Brown,Colts,70,DB,11,2014
Sergio Brown,Patriots,69,DB,12,2013
Sergio Kindle,Ravens,70,LB,10,2013
Seth DeValve,Browns,64,WR,1,2017
Seth DeValve,Browns,68,WR,NA,2018
Seth Lobato,Buccaneers,59,QB,6,2016
Seth Lobato,Buccaneers,60,QB,2,2015
Seth Olsen,Vikings,66,OL,5.5,2014
Seth Olsen,Colts,66,OL,11,2013
Seth Roberts,Raiders,72,WR,12,2017
Seth Roberts,Raiders,62,WR,7,2016
Seth Roberts,Raiders,73,WR,NA,2018
Seyi Ajirotutu,Eagles,69,WR,7,2016
Seyi Ajirotutu,Chargers,69,WR,9,2015
Seyi Ajirotutu,Panthers,66,WR,7,2013
Shahbaz Ahmed,Falcons,61,OL,11,2017
Shaky Smithson,Packers,59,WR,11,2013
Shalom Luani,Raiders,63,DB,NA,2018
Shamar Stephen,Vikings,65,DL,8,2017
Shamar Stephen,Vikings,70,DL,11,2016
Shamar Stephen,Vikings,66,DL,7,2015
Shamar Stephen,Vikings,65,DL,NA,2018
Shamarko Thomas,Steelers,72,DB,11,2017
Shamarko Thomas,Steelers,76,DB,10,2016
Shamarko Thomas,Steelers,77,DB,11,2015
Shamarko Thomas,Steelers,72,DB,8,2014
Shamarko Thomas,Jets,69,DB,NA,2018
Shamiel Gary,Dolphins,64,DB,10,2017
Shamiel Gary,Bills,61,DB,NA,2018
Shane Bannon,Chiefs,65,FALSE,2,2013
Shane Carden,Bears,65,QB,6,2016
Shane Lechler,Texans,77,FALSE,9,2017
Shane Lechler,Texans,84,FALSE,9,2016
Shane Lechler,Texans,86,FALSE,9,2015
Shane Lechler,Texans,89,FALSE,2,2014
Shane Lechler,Raiders,97,FALSE,4,2013
Shane Lechler,Texans,80,FALSE,NA,2018
Shane McDermott,Giants,62,OL,11,2017
Shane McDermott,Cowboys,62,OL,4,2016
Shane Ray,Broncos,73,LB,9,2017
Shane Ray,Broncos,72,LB,12,2016
Shane Ray,Broncos,79,LB,NA,2018
Shane Vereen,Giants,81,HB,11,2017
Shane Vereen,Giants,81,HB,6,2016
Shane Vereen,Patriots,83,HB,12,2015
Shane Vereen,Patriots,78,HB,12,2014
Shane Vereen,Patriots,73,HB,12,2013
Shane Vereen,Giants,82,HB,NA,2018
Shane Wynn,Jaguars,52,WR,3,2017
Shane Wynn,Falcons,54,WR,8,2016
Shane Wynn,Jaguars,57,WR,NA,2018
Shaneil Jenkins,Broncos,61,DL,9,2017
Shaneil Jenkins,Seahawks,62,DL,NA,2018
Shann Schillinger,Falcons,67,DB,4,2014
Shann Schillinger,Falcons,67,DB,13,2013
Shaq Evans,Jaguars,63,WR,3,2017
Shaq Evans,Jets,65,WR,10,2016
Shaq Evans,Jets,67,WR,4,2015
Shaq Hill,Texans,64,WR,NA,2018
Shaq Lawson,Bills,75,DL,7,2017
Shaq Lawson,Bills,76,DL,NA,2018
Shaq Mason,Patriots,74,OL,14,2017
Shaq Mason,Patriots,62,OL,12,2016
Shaq Mason,Patriots,85,OL,NA,2018
Shaq Petteway,Chargers,63,LB,5,2017
Shaq Riddick,Cardinals,59,LB,7.5,2017
Shaq Thompson,Panthers,75,LB,6,2017
Shaq Thompson,Panthers,72,LB,15,2016
Shaq Thompson,Panthers,83,LB,NA,2018
Shaquil Barrett,Broncos,80,LB,9,2017
Shaquil Barrett,Broncos,81,LB,NA,2018
Shaquill Griffin,Seahawks,70,DB,NA,2018
Shaquille Richardson,Steelers,68,DB,11,2015
Shaquille Riddick,Cardinals,61,LB,13,2016
Shareece Wright,Ravens,72,DB,8,2017
Shareece Wright,49ers,74,DB,5,2016
Shareece Wright,Chargers,76,DB,9,2015
Shareece Wright,Chargers,75,DB,9,2014
Shareece Wright,Chargers,68,DB,7,2013
Shareece Wright,Bills,75,DB,NA,2018
Sharrif Floyd,Vikings,83,DL,8,2017
Sharrif Floyd,Vikings,87,DL,11,2016
Sharrif Floyd,Vikings,85,DL,7,2015
Sharrif Floyd,Vikings,78,DL,5.5,2014
Sharrif Floyd,Vikings,83,DL,NA,2018
Sharrod Neasman,Falcons,62,DB,11,2017
Sharrod Neasman,Falcons,61,DB,NA,2018
Shaun Chapas,Lions,71,FALSE,7,2014
Shaun Chapas,Cowboys,66,FALSE,8,2013
Shaun Cody,Texans,77,DL,12,2013
Shaun Draughn,49ers,73,HB,2,2017
Shaun Draughn,Browns,71,HB,3,2016
Shaun Draughn,Browns,72,HB,7,2015
Shaun Draughn,Chiefs,69,HB,11,2014
Shaun Draughn,Chiefs,64,HB,2,2013
Shaun Draughn,Giants,74,HB,NA,2018
Shaun Hill,Vikings,68,QB,8,2017
Shaun Hill,Vikings,74,QB,11,2016
Shaun Hill,Rams,78,QB,6,2015
Shaun Hill,Lions,76,QB,7,2014
Shaun Hill,Lions,76,QB,4,2013
Shaun Phillips,Colts,78,LB,11,2015
Shaun Phillips,Broncos,79,DL,13,2014
Shaun Phillips,Chargers,88,LB,7,2013
Shaun Prater,Cardinals,70,DB,7.5,2017
Shaun Prater,Vikings,71,DB,11,2016
Shaun Prater,Vikings,70,DB,7,2015
Shaun Prater,Bengals,67,DB,11,2014
Shaun Prater,Bengals,67,DB,10,2013
Shaun Rogers,Giants,75,DL,7,2014
Shaun Rogers,Giants,79,DL,9,2013
Shaun Smith,Titans,76,DL,6,2013
Shaun Suisham,Steelers,86,FALSE,10,2016
Shaun Suisham,Steelers,86,FALSE,11,2015
Shaun Suisham,Steelers,86,FALSE,8,2014
Shaun Suisham,Steelers,75,FALSE,8,2013
Shawn Lauvao,Redskins,74,OL,8.5,2017
Shawn Lauvao,Redskins,80,OL,9,2016
Shawn Lauvao,Redskins,76,OL,4,2015
Shawn Lauvao,Browns,75,OL,4,2014
Shawn Lauvao,Browns,72,OL,5,2013
Shawn Lauvao,Redskins,71,OL,NA,2018
Shawn Loiseau,Texans,60,LB,12,2013
Shawn Powell,Bills,65,FALSE,6,2014
Shawn Williams,Bengals,75,DB,6.5,2017
Shawn Williams,Bengals,74,DB,12,2016
Shawn Williams,Bengals,74,DB,10.5,2015
Shawn Williams,Bengals,72,DB,11,2014
Shawn Williams,Bengals,80,DB,NA,2018
Shawne Merriman,Bills,78,DL,6,2013
Shawntae Spencer,Raiders,79,DB,4,2013
Shayne Graham,Saints,80,FALSE,7,2015
Shayne Graham,Browns,83,FALSE,4,2014
Shayne Graham,Texans,84,FALSE,12,2013
Shayne Skov,49ers,61,LB,2,2017
Shea McClellin,Patriots,77,LB,14,2017
Shea McClellin,Bears,78,LB,6,2016
Shea McClellin,Bears,73,LB,5,2015
Shea McClellin,Bears,73,DL,8,2014
Shea McClellin,Bears,76,DL,10,2013
Shea McClellin,Patriots,74,LB,NA,2018
Shelby Harris,Jets,66,DL,5,2017
Shelby Harris,Raiders,64,DL,7,2016
Shelby Harris,Raiders,63,DL,3,2015
Shelby Harris,Broncos,66,DL,NA,2018
Sheldon Brown,Browns,82,DB,5,2013
Sheldon Day,Jaguars,68,DL,3,2017
Sheldon Day,Jaguars,69,DL,NA,2018
Sheldon Price,Colts,62,DB,8,2016
Sheldon Price,Colts,61,DB,11,2015
Sheldon Price,Ravens,61,DB,NA,2018
Sheldon Rankins,Saints,77,DL,7,2017
Sheldon Rankins,Saints,78,DL,NA,2018
Sheldon Richardson,Jets,86,DL,5,2017
Sheldon Richardson,Jets,92,DL,10,2016
Sheldon Richardson,Jets,93,DL,4,2015
Sheldon Richardson,Jets,79,DL,8,2014
Sheldon Richardson,Jets,81,LB,NA,2018
Shelley Smith,Broncos,75,OL,12,2016
Shelley Smith,Dolphins,73,OL,8,2015
Shelley Smith,Rams,74,OL,7,2014
Shelley Smith,Texans,67,OL,12,2013
Shelton Gibson,Eagles,67,WR,NA,2018
Shelton Johnson,Buccaneers,66,DB,2,2015
